year,state,state_name,summary,duration_seconds
2019,IA,Iowa,Circle of lights flashing different colors and yellow larger lights,1200
2019,CA,California,I am sitting in my yard waiting for the meteor shower. I notice a small dot moving back and forth and in circles. Then I noticed there,172800
2019,NY,New York,Hovering flashing circular lights in the sky,86400
2019,MO,Missouri,Fast Moving Silver Ufo,420
2019,OH,Ohio,"I was traving in the car with my daughter heading north on I 77. As it got closer to me, I noticed its circular shape, resembling a whe",30
2019,NJ,New Jersey,Bright light in the sky in the early evening.,86400
2019,PA,Pennsylvania,Circle object not moving had lights that looked like () on the bottom. I have a pic.,172800
2019,PA,Pennsylvania,Halo type object hovering over Philadelphia,3600
2019,NJ,New Jersey,"Bright white circular objects seen for 2 hours, slowly moving across the sky.",172800
2019,PA,Pennsylvania,I saw a silver circcular object in the sky,1200
2019,PA,Pennsylvania,"Silver and shiny, round and large.",1200
2019,MN,Minnesota,I was returning by the Pkw 13 at 11:45 pm in a south-west direction and I saw in the suspended sky a formation of lights perfectly alig,300
2019,CO,Colorado,This was over Empower Field. Three lights quickly changing formation in several different sequences,420
2019,MD,Maryland,10-4-2019 Round silver object flew up to & near plane in the sky. 10 seconds later it flew away st the speed of sounds & disappeared,20
2019,MO,Missouri,It came out of no where and hovered my car and then landed in the field next to us and then came back up and just hovered there.,300
2019,IL,Illinois,I first saw 2 faint yellow lights chasing each other east through the sky. 10 minutes later I saw 20 similar lights flying in a perfect,10
2019,AZ,Arizona,5 bright lights hovering in the sky in a circle,300
2019,NM,New Mexico,"UFO sighting, large moving object hovering with lights",30
2019,PA,Pennsylvania,Circle of colorful lights.,1200
2019,TN,Tennessee,I was driving down Westland dr at around 10:45 on my way home from work when I saw a extremely bright singular light in the sky above m,30
2019,PA,Pennsylvania,I was driving to work and Im the only one on the road. I saw a straight bright lights from the sky and I thought to myself it was a di,20
2019,PA,Pennsylvania,((NUFORC Note:  Witness does not include any detailed information about her sighting.  PD)),20
2019,SC,South Carolina,I was sitting on front porch when I suddenly felt like I was being prompted to get up and look up into sky I was taken aback by how man,240
2019,OK,Oklahoma,"While driving home from Colorado, my wife, son and I saw two round circular lights fly North while driving East for about 15 seconds, t",60
2019,FL,Florida,White circular object above Ft Pierce,129600
2019,CA,California,It was clear day i was sitting when i noticed 5 bubble like things in the sky within 10 seconds there were 50 bubble like things they c,360
2019,SC,South Carolina,Too fast to be a helecopter .,360
2019,MO,Missouri,Bright silvery circular object moving slowly northeast.,300
2019,MN,Minnesota,"2 large circular objects hovering side by side, less than 500 feet in altitude. Extremely bright white.",5
2019,NY,New York,Was looking up at the sky while on my job and the next minute I saw something in the sky that was not a airplane and was hovering at a,600
2019,ME,Maine,Four pinkish red lights moving across the sky in a south to north at a slow speed and silent. On video appears as a white ball. Then di,300
2019,NJ,New Jersey,5 orange circle shaped objects seen in the sky by 2 people,180
2019,MN,Minnesota,"Me and my son was walking home we was on 4th st and Franklin Ave, we was looking up at the sky because it was starting to get cloudy fa",300
2019,NM,New Mexico,I was feeding my dogs at night and saw 4 yellow objects lighting up in the sky in sequence. Then they disappeared. I have a video,15
2019,ND,North Dakota,"Dropped altitude fast, circular, blinking lights simultaneously, disappeared after reaching city lights level.  ((anonymous report))",120
2019,PA,Pennsylvania,"Bright, red,white&green flying objects near reading pa",172800
2019,NJ,New Jersey,((NUFORC Note:  Witness provides no information about the sighting.  PD)),600
2019,UT,Utah,"Wow, Im shocked to my core due to an event that occurred while I was driving on the freeway, I looked up and saw a green hovering ligh",4
2019,NJ,New Jersey,Round light dancing,45
2019,NY,New York,"Bright white light was stationary, turned to Orange/red color and moved up and down and sideways. No noise. Have seen it several nights",345600
2019,MN,Minnesota,"Large, round object with rotating orange lights or flame traveling fast from SW to NE across SW Minneapolis",60
2019,IL,Illinois,"Silver/white disc in sky, broad daylight.  Did not move then vanished.",15
2019,PA,Pennsylvania,Circle in the sky,300
2019,KY,Kentucky,Me and my kids were waiting on the school bus to from 0640-0645. The sky was clear. No clouds. We were looking at the stars and then we,15
2019,CA,California,I was outside and looked up at the moon and noticed what looked like a bright star meandering west to east.   I thought maybe it was a,600
2019,NJ,New Jersey,So it passed by at about 22 degrees above horizon moving west to east no sound.  Red ball no tail. Traveling in straight horizontal the,4
2019,OH,Ohio,Brilliant white opaque circle visits our campsite,8
2019,TX,Texas,White ball of light moving erratically in multiple directions and shining a rotating beam of light from its sides.,60
2019,WV,West Virginia,Circular bright light,600
2019,VA,Virginia,"Fast moving white, bright light moved across the sky - moving much faster than a plane.",600
2019,ND,North Dakota,"Observed a round craft with blinking lights, then seen a black rim of light, this craft went into this black space and disappeared. Aft",300
2019,NY,New York,A bright round light that moved across the sky and then went straight up towards the stars and disappeared as it got smaller.,40
2019,NY,New York,Hovering circle them changed color and took off,86400
2019,UT,Utah,Looking to the southwest a ball of intense white light lifted up from the ground and flew low in the sky to the east. I went inside and,1200
2019,CA,California,Orange circles flying up and disappearing one by one.,900
2019,IL,Illinois,Unexplained Bright white light moving across the sky,30
2019,WA,Washington,Perfect White Brilliant Light flew across the sky,30
2019,MN,Minnesota,"Object resembling a minature moon is seen by 8 adults, through binoculars, photoed & videoed in daylight. Lasts 4 hours.",388800
2019,AZ,Arizona,We thought it was the moon,172800
2019,CO,Colorado,At first it looks like a very bright star in the sky but then it started flickering white and red lights. It stayed stationary in the s,120
2019,NJ,New Jersey,"There was a white light in the sky over the ocean,I thought it was a plane but it had no blinking light it travel for five minutes in t",600
2019,FL,Florida,"Round bright light flashing red,white,blue and green  traveling southeast at a slow rate of speed, wobbling back and forth visible for",2700
2019,NV,Nevada,As bright as welding.,1800
2019,AK,Alaska,High altitude UFO over Fairbanks Alaska seen by 3 witnesses,30
2019,OH,Ohio,Bright curricular light in Eastern sky dimmed and disappeared within seconds of observation,60
2019,NY,New York,"8 Strange Lights Over Utica, NY.",120
2019,IL,Illinois,"Six Circular shaped objects of various colors. Some multi colored green and red, some white, one solid red. Appeared in the sky moving",300
2019,IL,Illinois,"I was looking up at the stars, and I saw quite a large star. At least I thought it was a star until it began to behave abnormally. It w",30
2019,MO,Missouri,"40 miles E of Kansas City, MO, Heading E on highway 70  Saw an orb like figure 2 or 3 miles away in a pasture.",8
2019,IN,Indiana,3 oblong lights  round craft hovering,600
2019,WA,Washington,"Lights in the sky scene from Everett, Washington.",1500
2019,CT,Connecticut,3 orange lights were observed in the sky !! Much larger than a aircraft !! We watched and the lights stayed in one place then just fade,900
2019,CA,California,"I was getting out of my car. I was on the phone with my husband, and I looked up to see about six spheres flying in a clump, they were",240
2019,KS,Kansas,Round object with roughly 15 white lights at outer edges.,1800
2019,CA,California,I saw a very bright circle type of ship flying in the sky very souratic like a pinball machine in the sky and than it flew away fast,180
2019,KY,Kentucky,Bright orange ball appeared and shot off like a comet suddenly silently and close to me in the sky.,2
2019,IA,Iowa,Son driving home- in the country. He saw a circular shape rotating with 3 bright lights. The lights were also circulating. The object w,120
2019,MO,Missouri,We were walking the dog and there was a circle that was bright and heading toward the ground. It was so close.,10
2019,MI,Michigan,Red Circular Object Seen over Grand Rapids.,120
2019,WI,Wisconsin,Saw a pale reddish in the Eastern sky then it started to flicker then disappeared then it seemed to turn into to three flashing lights.,300
2019,ID,Idaho,I was doing yard work when I noticed a white ball moving slowly through the sky and then stop and change direction and disappear.,30
2019,IA,Iowa,Standing alone object in night sky changes color after I shine flashlight on it.,1200
2019,TX,Texas,8-9 Orange glowing objects in single file line moving across the sky.,300
2019,RI,Rhode Island,"On Sunday 9/1/19 approximately 2:00am, I was driving home on 146 north (not far past providence) I saw 12-15 round, bright, orange ligh",60
2019,UT,Utah,"Bright object observed over Dry Fork Canyon, UT.  ((NUFORC Note:  Object appears to us to be consistent with a ""twinkling"" star.  PD))",1800
2019,CT,Connecticut,Driving down the road and stopped at a stop sign and noticed a stationary bright red light over the tree line once we turned it lowered,120
2019,IL,Illinois,"You already have a partial report from a truck driver.my wife,daughter, an I seen the moving ball of light, the craft, the military hel",300
2019,NC,North Carolina,"Objects in the sky in Weddington, NC.",1200
2019,TX,Texas,"Bright light moving fast and in different directions, recorded twice.",60
2019,PA,Pennsylvania,There was ine main craft spining and then behind the main craft was three other that would appear and disappear at random.,600
2019,AZ,Arizona,"Stagnant Red Dot over Gilbert, AZ.",10
2019,MN,Minnesota,"Tiny Metallic object.  ((NUFORC Note:  Possibly a high-altitude balloon, launched by DARPA?  PD))",900
2019,NY,New York,"Two zooming red lights that sometimes merged into one, stopped, hovered, flew around, made a quick descent and was gone.",900
2019,OR,Oregon,"Me and a group of friends were having a bbq/bon fire in Astoria, Or. A couple Scientists, a few chefs, and some college students. It wa",30
2019,WA,Washington,We thought someone lost their balloons but they moved against the wind,420
2019,VA,Virginia,"Two orange glowing circular craft traveling West to East, no sound,1000 ft off the ground faster than a plane. Helicopter followed five",5
2019,FL,Florida,I was driving northbound  on  I-75 around 11:45 pm When I saw a green ball fly over the highway at a great speed.  As I was looking at,600
2019,KY,Kentucky,"Looking up and a bright, white, circular ball of light appeared from my left.  The object went past me.",4
2019,ME,Maine,Large circle or triangle shape craft with many pulsating lights around craft.  ((anonymouf report)),10
2019,NY,New York,UFO appeared over Hudson River and Upper West Side of Manhattan.  ((anonymous report)),2400
2019,WI,Wisconsin,Multiple crafts disappeared in thin air after flying through the city,120
2019,NY,New York,Green dot falling very fast.  ((NUFORC Note:  Possible meteor??  PD)),1
2019,TX,Texas,"I was standing outside of my house, on the back porch at approximately 9:00pm (21:00).

 I was looking at the sky when I saw a round",10
2019,CO,Colorado,Unnatural moving circular Craft with green and red lights,300
2019,NM,New Mexico,I saw a small light become brighter and as it did another and another and another. A total of 5 lights above the Organ mountains in a s,30
2019,UT,Utah,"Outside in the desert where there was no light pollution, two people witnessed a craft flying high in the sky in an erratic pattern, ve",300
2019,NJ,New Jersey,"It appeared 0n August 10, 2019 at 9:22 pm above the ocean in Brigantine, New Jersey. It was round with red, green, and white lights. No",300
2019,KY,Kentucky,Craft hovering over college Park then zig zag and flew off disappear in sky fast.,600
2019,FL,Florida,Fast moving circular shaped craft.,600
2019,FL,Florida,Fiery burst entering the atmosphere then disappearing,600
2019,AK,Alaska,Intelligent light in sky disappears when spotted by observer.,180
2019,NC,North Carolina,Disc appears in night sky.,2700
2019,GA,Georgia,It was moving fast and big circle shape once it got close to the fort mountain it disappear..,300
2019,AL,Alabama,"In the summer of August 2019 in Trussville/Birmingham, AL. my family and I witnessed what appeared to be a Balloon hovering stationary",420
2019,PA,Pennsylvania,"Orange bright circle, no sound. about 30 feet up.  ((anonymous report))",900
2019,TN,Tennessee,"Me and my sister saw a strange light rise up from the horizon, move like I have never seen any aircraft move, all while making no noise",600
2019,UT,Utah,"My wife and I saw 2 shining dots in the sky that were side by side at one point, then theyd separate, then again come closer together.",300
2019,RI,Rhode Island,Flew over screen two at Rustic Drive In. Looked up over Toy Story on screen and saw a steady moving white dot with no flashing lights.,15
2019,MN,Minnesota,"I was riding westbound on 94 from Ruth Street and saw a bright white light in the cloudy sky. Very odd movements haopening, lost sight",120
2019,SC,South Carolina,"Parallel series of two orange dots, 4 pairs of 2.",300
2019,VA,Virginia,Orange light/streak seen going downwards at 90° angle.,1
2019,VA,Virginia,"4 red balls of light, followed by a helicopter. Heading northeast . Moving fast, balls of light were scattered but close together. The",60
2019,OH,Ohio,Metallic doughnut shaped craft with a mirror finish.,20
2019,IL,Illinois,"Late night with my sunroof open facing south I have been watching skies since the 2014 sighting over Crystal Lake, IL. This was 2 singu",30
2019,GA,Georgia,"Bright lights, slowly moving at mid to top of trees",15
2019,WA,Washington,"Saw a bright light ball, the brightness of a star moving at a really rapid pace across the sky from South to the North direction.

 I",3
2019,SC,South Carolina,"Alien UFO spotting in Cherry Grove, North Myrtle Beach!",120
2019,CO,Colorado,Alternating bright craft--ceased after military aircraft approached.  ((anonymous report)),1200
2019,CT,Connecticut,"Two circular, rim lights blinking and one irregular lower altitude black amorphous",1500
2019,NY,New York,I was taking out the garbage at around 9:45 p.m. what's my daughter who is 11 years old. I saw a red light up in the sky with two white,60
2019,NY,New York,I saw a red light up in the sky with two white lights falling around it.,60
2019,SC,South Carolina,Unexplained light that accelerated towards the ground while changing colors.,10
2019,NJ,New Jersey,"While in our swimming pool, we looked up and suddenly saw 2 red round objects swiftly and quietly flying by our house. They were too hi",120
2019,VA,Virginia,Blue circle up in sky shot really quick then disappeared and turned the sky bright green,10
2019,TX,Texas,Round bright white light traveling at a high rate of speed.,10
2019,PA,Pennsylvania,"Bright orange big light quiet, appeared to the south moved across the sky & got dimmer then dissipated, repeated 5 times over 1/2 hour.",1800
2019,OK,Oklahoma,"One white circle traveling incredibly fast above Eufaula, Oklahoma.",60
2019,CA,California,There were aircraft chasing the object.,300
2019,UT,Utah,HUGE SHIPS  AT LEAST 20 MILES IN DIAMETER SEEN IN THE SLC AREA FROM 1-330 AM AT LEAST FOR THE PAST  16 WEEKS NOW ABOUT 2-3 TIMES PER WE,172800
2019,IN,Indiana,At 23:30 on July 14th. I couldnt sleep so I whent out onto the step landing to smoke it had rained and I could more stars than usual I,900
2019,NJ,New Jersey,"On July 14, 2019 (Sunday), Eastern Standard Time,  about 9:20pm, I was driving along Hillside Avenue in the area of Alpine, NJ in Berg",3
2019,NJ,New Jersey,Slow moving orange glowing ball went across the sky and then suddenly disappeared. Quite a few neighbors were outside and saw it too. S,300
2019,TX,Texas,There was 1 circular object in the sky. It was moving around going higher than lower. This was at night. I am near Love Field airport.,1200
2019,MT,Montana,We looked up and saw what we thought was a star or a planet then it took off and became a dim light. ((anonymous report)),20
2019,WA,Washington,"Pulsating orange craft seen overhead from outside my apartment in north Bellingham, near the airport. In fact, it was in approximately",180
2019,NV,Nevada,Two points of light rotating around a center point then disappearing.,120
2019,IL,Illinois,"Saw 2 UFOs flying opposite directions, glowing.",300
2019,CA,California,I was outside bbq. When I observed in the direction of lower lake a ball in the sky very bright.  Did not move.,86400
2019,ID,Idaho,Greenish blue circular light moving at high speed west to east and then changing course and angling below the hill.,5
2019,CO,Colorado,Soap bubble looking objects flying high in the sky.,300
2019,CA,California,Ring-like sphere moving slowly through the California sky.,180
2019,CO,Colorado,A white large round object followed by bright Green then bright Blue light moving fast across the sky over Durango Colorado,15
2019,NY,New York,"3 white lights come into atmosphere, stretch out after frantic movement, then dash out again",20
2019,AZ,Arizona,It was about 2:15am to 2:30am I look up in the skies over Scottsdale there was this glowing white ball of light that stay stationary..F,900
2019,MT,Montana,"Went on a drive specifically to look for Ufo's; I parked on the side of the road, and the stars started multiplying throughout the area",172800
2019,CA,California,"Very bright blue/white piont of light that stopped for a moment, then continued northeast.  ((anonymous report))",240
2019,IL,Illinois,"In the S sky, I noticed a bright orange ball I the sky.  It was moving very slowly.  ((anonymous report))",120
2019,IL,Illinois,Bright white stationary star-like object,30
2019,NV,Nevada,Circular Object in night sky,10
2019,CA,California,"Two small objects flying in tight formation with no lights, only the light of the city illuminated them.",6
2019,PA,Pennsylvania,Unidentifiable lights moving slowly perfectly spaced apart.  ((anonymous report)),360
2019,WA,Washington,Orangish light flying very fast and in odd manner during fireworks show.,1800
2019,NM,New Mexico,5 large round bright orange objects appeared one by one in sky close to fireworks hovered silently for a minute and a half.,90
2019,KY,Kentucky,A white/red light aircraft moving at a very fast speed.,86400
2019,WI,Wisconsin,Reddish orange blurred flying object on 4th of July 2019.,60
2019,NY,New York,Three silver circular object flying in a perfect triangle formation.,60
2019,TX,Texas,"At 18:00 hours I was standing on my porch when I looked up to see the stars. 5 (1 after another) flew past, silent, round. 5 miutes lat",900
2019,MO,Missouri,It changed shapes one more then one occasion.,300
2019,IN,Indiana,"We were driving home from a late movie, we saw what appeared to look like a drone hovering out in a field on the north side St Road 28",900
2019,MN,Minnesota,During a very intense lightning and thunder storm I was in a yurt with a window in the center roof and after several strikes of lightni,3
2019,IA,Iowa,It went straight.  Did a circle and left the direction it came. Very very fast.  Then it disappeared.,7
2019,NJ,New Jersey,Two strange red lights in NJ Pine Barrrens,60
2019,CO,Colorado,White object moving erratically in the daytime sky,45
2019,KS,Kansas,4 orange lights vanished out of thin air,300
2019,MI,Michigan,White or translucent/oscillating donut shaped UFO observed hovering for 5 minutes before vanishing,300
2019,SC,South Carolina,Circular shaped object spotted off the coast of Edisto beach. Object glowed and tracked at a steady pace.,360
2019,ID,Idaho,"Bright moving object in the sky in American Falls, Idaho",300
2019,MD,Maryland,"We were driving on our country road with very open area sky above a golf course, there arent any street lights in the area. The sky wa",3
2019,NV,Nevada,Bright white circular object,120
2019,NC,North Carolina,"The clouds looked strange that day. One of my favorite relaxation exercises is to Look at the clouds  and watch them change.

 This d",60
2019,NY,New York,"My wife and I saw 3 green circle lights, bright inside with an outer glow, bouncing around rapidly. ((anonymous report))",60
2019,VA,Virginia,"Group of several orange lights, seemingly circular.  Lights did not blink.   ((anonymous report))",15
2019,MO,Missouri,I received a phone call from a friend asking if I was observing the objects in the N sky.  ((NUFORC Note:  High-altitude balloon?  PD)),1200
2019,MO,Missouri,Two stationary bright round objects spaced 1/2 mile apart in broad daylight.,2400
2019,PA,Pennsylvania,Was outside with my dog in the backyard. Saw something very bright and flying way too slow to be an airplane. No blinking light no nois,30
2019,OH,Ohio,"Experienced aviation mechanic witnesses three strange, stationary, objects in northern sky.",172800
2019,OH,Ohio,3 bright circular stationery objects over Middletown Ohio,900
2019,OH,Ohio,Local weather man reported something in sky. So I went outside with phone to look for object. Saw the white light and recorded it. It l,300
2019,OH,Ohio,Traveling down 42 when I noticed a white disk shape following the vehicle. Went against wind current. Then went into a cloud and disapp,1200
2019,CA,California,Fast moving and jumping  white metallic ball in the sky that was seen for about 5-10 min,600
2019,FL,Florida,"We were having a walk around 12:00 am Midnight, saw something shape of a ball moving so fast and vanished in the cloud... it was really",2
2019,CA,California,"Was traveling on 605 frwy N, when we noticed 6 circular flying objects in triangle formation, blinking.  ((anonymous report))",10
2019,WV,West Virginia,White circle object with no plane paralleled trails.  ((anonymous report)),15
2019,IL,Illinois,"20 or more white dots moving erratically in Schaumburg, IL 6/13/19  ((anonymous report))",120
2019,NM,New Mexico,On June 13th I was coming home from the grocery store with my daughter. I was driving down a local Street when I looked to my right (ea,300
2019,CA,California,Growing up at the base of Mount Shasta am used to a lot of stars. Well this night upon awakening I saw a lot of stars as I was turning,600
2019,CA,California,Two high altitude round objects in Eastern sky near moonp,1800
2019,IL,Illinois,White sphere flying across night sky then disappears.,60
2019,NM,New Mexico,"There were four, they were spaced exactly the same distance vertically , the top two were orangish yellow the bottom two weer blueish",180
2019,NM,New Mexico,"Outside of Ruidoso, N.M. there were 4 round objects in my camera lens.  The object were moving in twos near each other.",120
2019,WI,Wisconsin,"Shiny silver large disk in sky near cedar crest, hole in the middle with lights. Would hover in 1 place then start turning and spinning",300
2019,AZ,Arizona,Cluster of blue lights heading east from south Chandler area to past south Gilbert area towards and beyond Queen Creek.,120
2019,MN,Minnesota,"Saw 2 lights that seemed too linear, one was natural and the other proceeded to move and straight disappear.  ((anonymous source))",10
2019,NJ,New Jersey,"2 unusual crafts, fully lit, flying erratic followed by sustained stillness",120
2019,CA,California,"Red circular ball moving very quickly N, then E.  we originally thought it was a Chinese lantern, but it was moving too quickly",60
2019,WA,Washington,"2 round UFOs, quietly hovering over a field about 200 yards from myself. They moved horizontally very quickly in unison then flew up.",180
2019,VA,Virginia,The security I needed.,180
2019,NH,New Hampshire,Blue circle appears out my window while Im chillin in bed.  It sounded like an airplane until it became louder,120
2019,WI,Wisconsin,3 white lights following each other straight formation.  ((NUFORC Note:  Space Link satellites.  PD)),600
2019,WA,Washington,"silver, round balls of light flying together very fast and low on the horizon.  There was no sound. ((NUFORC Note:  Satellites?  PD))",300
2019,IA,Iowa,5 family members happened to look up and see three circular objects flying.  ((NUFORC Note:  Space Link satellites.  PD))((anonymous)),60
2019,ME,Maine,Fleet of flying objects.   ((NUFORC Note:  SpaceLink satellites.  PD)),900
2019,OH,Ohio,Massive circular object with many white lights rolling vertically across the sky with smoke at high altitude. ((anonymous report)),20
2019,OH,Ohio,Disk like object with 12 lights rotating through the northeastern sky at 11PM.  ((anonymous report)),15
2019,RI,Rhode Island,Circular looking UFO comes out of a chemtrail line after plane sprays over my house may 25 12:02 PM 2019,15
2019,AZ,Arizona,100 plus lights were crammed very close to one another all moving together.  ((NUFORC Note:  Space Link satellites.  PD)),300
2019,AZ,Arizona,I was watching my 2 year old son and happened to look up towards the sky. There was a black helicopter flying by first and then after i,360
2019,AZ,Arizona,White round disk.,900
2019,FL,Florida,"I'm a pilot off for a few days, avid star gazer out side talking to my mom and we both see this pulsing reddish blue object at heading",420
2019,FL,Florida,"Unidentified star-like object moved back and forth, then flashed on and off several times above treeline.  ((anonymous report))",240
2019,WA,Washington,"5 bright round objects heading south from Federal Way,WA. The two in the center were red, the other three were silver. We were sitting",300
2019,AZ,Arizona,White round or square box UFO w/silver object along side at times.,86400
2019,MO,Missouri,Me and my friend went to sit up on her roof to star gaze.  We thought we saw a plane but then realized the craft was still and blinking,30
2019,CA,California,I saw a round large ufo with square spots on it's bottom and a round one in the middle.,40
2019,PA,Pennsylvania,It was a summer night approximately 1:30 2:00 am a very clear night. I was walking home through a park and the moon was pretty bright a,216000
2019,IN,Indiana,"Two large orange circles, each about 1/10 the size of the full moon, appeared in a straight line in the northwest sky (towards Kokomo)",10
2019,OK,Oklahoma,Saw very bright light fading in and out would blink about 3 times first in E sky then in N sky.  ((anonymous report)),1800
2019,SD,South Dakota,An unusually bright light in the sky NW 20 degrees.  ((anonymous report)),5400
2019,CO,Colorado,Circular shapes crafts with for Bright Lights,600
2019,MN,Minnesota,No blinking lights and they were flying together,900
2019,IL,Illinois,"Looked up and noticed 3 lights far in sky in a triangular formation then seen a couple more, then the sixth one. ((anonymous report))",300
2019,IL,Illinois,Large circular black disc over Chicago at night.  ((anonymous report)),20
2019,UT,Utah,Saw a luminous ball high in the atmosphere watched it for 5 minutes.  ((anonymous report)),300
2019,DE,Delaware,we seen a very bright circular object it was in an angle sitting still with two rings the lights,30
2019,CA,California,Weird green circular object floating up to the sky.  ((anonymous report)),3
2019,WI,Wisconsin,Orange circular light silently floating across the sky.,60
2019,UT,Utah,I accidentally captured this image on my camera. It wasn't until several days later when I was looking over the pictures I had taken in,1
2019,FL,Florida,"Something was releasing sparks, one craft disappears at high rate of speed then other craft stayed with a fire halo.  Caught on video.",3
2019,FL,Florida,"Bright White Pentagon shaped lights , really high in the sky directly above me",30
2019,CA,California,I saw a UFO hover over South Los Angeles.,30
2019,ME,Maine,A group of us were sitting around after work talking on the deck of the place we work.One of the guy's yelled to me look a ufo i looked,8
2019,MA,Massachusetts,Looked exactly like a star but much brighter.  Wasnt an a/c.  ((anonymous report)) ((NUFORC Note:  Jupiter or Saturn??  PD)),86400
2019,SC,South Carolina,"Round, black basketball-like, silent flying object.",60
2019,SC,South Carolina,I was leaving my girlfriend's house approximately at 4:00am when we saw a abnormal circular shaped object moving across the skyline. I,180
2019,GA,Georgia,"Two circular orange objects just floating in the sky, much lower than any a/c couldve been.  ((anonymous report))",120
2019,IL,Illinois,Orange ball flying above FAA drone heights near Midway Airport.,240
2019,UT,Utah,There was over 100 circular objects floating in the sky.  I believed that they were balloons until 70% of them flew away. ((anonymous)),1200
2019,VA,Virginia,"Was walking to the happy shopper down the street, heard a weird sound, happened to look up to see 2 unidentified flying objects flying",120
2019,WI,Wisconsin,"Hovering circular object with many changing lights.  ((NUFORC Note:  Possible sighting of a ""twinkling"" star?  PD))",86400
2019,NY,New York,Low rumbling sound from a stationary object that emits a beam.,1200
2019,IL,Illinois,"A light would appear, following by one or more lights slightly in front of it which sometimes looked like fireworks or some kind of exp",120
2019,AZ,Arizona,We witnessed a circular craft rise in the east and went through the clouds leaving a hole where blue sky was.  ((anonymous report)),45
2019,NH,New Hampshire,"Very large blueish white round object, moving downwards from sky.",6
2019,CT,Connecticut,I saw a bright light hovering outside my window and it moved in a way Ive never seen before.  ((anonymous report))((Star??)),86400
2019,CA,California,There was a bright object that was just floating in one spot.  ((anonymous report)),1800
2019,NY,New York,"Silent, shiny object moved up, down, across, then slowly moved up and out of sight.  ((anonymous report))",1500
2019,TN,Tennessee,"Obj. moving SE, watched it until it disappeared.  Remained a white color even against the evening sun. ((anonymous report))",300
2019,AZ,Arizona,"Stationary, bright white round light in the daytime sky, brighter than the moon, larger than any star or plant, over Apache Junction.",1200
2019,AZ,Arizona,Apr. 10th we witnessed a very bright silvery round object hovering near zenith over our community looking like a very bright star.,600
2019,TX,Texas,((HOAX??))  Spinning rainbow colored lights.  ((anonymous report)),86400
2019,CT,Connecticut,A very bright very large object in sky by Plainville airport that hovered in the sky and quickly disappeared,30
2019,CA,California,"Driving N bound, 14 fwy, just about at the Aqua Duct and a Green ball of light with a brighter outter ring, of a lighter color, fell fr",3
2019,FL,Florida,"Round reddish/orange object flying over Orlando florida , on the 4th of july  ((anonymous report))",180
2019,NY,New York,"Circle metallic craft, extraordinary speed, then disappeared",60
2019,SC,South Carolina,Large bright green ball with red tail crossed W to E very high up in pre-dawn above res. area for 5-6 seconds.  ((anonymous report)),6
2019,VA,Virginia,Glowing pale blue sphere moving very fast across the sky heading in an easterly direction.  Seen from Dahlia drive.,300
2019,AL,Alabama,Pulsating ball of white light.  ((anonymous report)),3
2019,IL,Illinois,We seen 3 lights in the sky.. standing still in the air for minutes at a time. Then they went into a triangle formation. Then it look,600
2019,KY,Kentucky,"Obj. was stationary for 5 min, looked like a bright orange planet.  Then started to move quickly to the E.  ((anonymous report))",660
2019,AZ,Arizona,Ring Light UFO expanding in and out,120
2019,MI,Michigan,Small circular/disk shaped object w/ red and green flashing lights.,300
2019,WI,Wisconsin,"Drone flight video captures unkown circular object, fast approaching, and pulsating appearance.",120
2019,OR,Oregon,"I looked up into the sky and saw a perfect circular,  metallic shiny object and watched it for a few seconds.",3
2019,AZ,Arizona,"It was round, basketball size,dark brown, silent, no lights.  It moved quickly in a direct line towards the east.  At the same time, th",15
2019,WI,Wisconsin,"Round bright light, no sound traveling parallel to is then winked out",60
2019,ID,Idaho,We were walking along lake lowell as three incredibly bright lights appeared in a triangle formation moving across the sky.,120
2019,IA,Iowa,4 bright white lights moving above Davenport and changing direction in unison,120
2019,MI,Michigan,Bright Led circle/oval passing through the sky and omitting bright light when disappearing into the clouds,20
2019,KY,Kentucky,"((HOAX??))  A circular orange blue UFO appeared in the sky, left and then came back followed by 3 jets.  ((anonymous report))",2940
2019,OR,Oregon,Red object flying then expelling another red object,180
2019,WA,Washington,Round circle on skyline.  ((NUFORC Note:  Object is so small in photo that we are unable to see it at all.  PD)),1200
2019,FL,Florida,"18 to 20 UFOs in a line all same space apart, it was that long of a line/fleet. ((NUFORC Note:  Starlink satellites?  PD))",60
2019,SC,South Carolina,Three unidentifiable lights near Lake Wylie SC,600
2019,UT,Utah,My boyfriend yelled out to me as he was outside smoking to hurry and come out I came out he was pointing at the sky at at first two big,360
2019,LA,Louisiana,Green fireball ufo gliding across the sky without a trail.,300
2019,OH,Ohio,Dayton Ohio Area Pale Orange/White Circular Light in Night Sky.,240
2019,AZ,Arizona,"Large, fast, bright white circular object maneuvering in a strange manner",15
2019,SC,South Carolina,Green sphere like object moving at 45 degree angle,15
2019,WA,Washington,Was in my driveway looking at the sky and saw the circular light that was zigzagging in and out of the clouds over lake taps,8
2019,CA,California,6 white circular shapes.,120
2019,LA,Louisiana,I saw a bright white light at first moving and then just staying in the same spot and moving slightly like it was just hovering there f,1800
2019,FL,Florida,"Orange, green fiery ball impacts outside of Cape Canaveral/Kennedy Space Center.",2
2019,WV,West Virginia,We saw two objects one of which stayed in the same general area for quite some time and rotated on its axis and blinked 3 lights.,86400
